# mass, radius
19.542823909739585, 0.9944256103541135
20.841604939388233, 0.419247321239459
25.063218238332272, 0.7646229092661796
24.95593886400238, 3.3013165222070113
28.75082838345205, 0.8047943093493756
30.269513072825394, 5.55430187710902
30.269513072825394, 2.318045281629552
30.269513072825394, 0.6236149525021775
34.42651933541134, 1.486842820409983
33.55178110175497, 0.4096381950887665
34.33802894034889, 1.0452555527634484
37.86604964946581, 1.1270664026544692
37.67163701002126, 0.9040948137285247
37.18996114644158, 9.902535905286912
38.653785204096295, 3.359228566000292
39.15442018178537, 1.3245697650671118
42.29737404136119, 0.7795407986998893
39.66153926910463, 0.6743762574789616
42.29737404136119, 0.45999139368826963
42.845199947613146, 1.1102073539621509
45.692615099101594, 0.5716820721798063
49.3603946323723, 4.784150186665253
51.303255848970004, 0.7772846981822302
53.3225895033404, 2.9753678105731463
51.303255848970004, 1.4355278788873391
56.13921096538746, 2.3862131295252005
52.640797938495645, 0.9116126726514354
54.013211476463475, 1.2983016345400404
57.75127731710554, 1.8967831878036787
57.75127731710554, 1.6871936673736336
62.67312073860057, 2.110002983110169
63.84898320382032, 1.157379774111683
63.30356087304257, 0.567828952709357
62.22665402658582, 0.5245805734290043
63.03259940517618, 5.11888305452419
63.03259940517618, 2.911669862384936
65.34521152291234, 2.5183821817844723
67.22163292126318, 0.6777072247353556
68.97418764456421, 3.524346135029729
70.77243373126548, 1.3105888880426952
71.48434630415969, 1.6766600285789979
72.80470061007341, 1.4896691672643254
72.61756241417795, 7.389491236973202
76.87620309851295, 0.7834236452220392
78.88046492606412, 4.080885295723741
75.47584275632579, 1.0872795820882537
78.44662710222568, 0.5537433527701416
83.66004925609955, 2.7606124765464073
81.53434369170895, 11.681379263644372
84.58794780085115, 3.1911118326033305
84.20007919913124, 1.3501079043411535
84.74359506336387, 8.249855421970816
89.71336421666157, 2.1572743153450196
88.4577953386691, 1.2236058269126922
90.04382468796446, 1.0808161909002258
92.46690308097742, 1.8719322653336958
94.80014600512477, 0.8281183223504588
88.07916491506211, 0.7356381076859568
93.93274825733268, 4.404848292037244
89.2199460967574, 3.8830781634346683
95.55836707433669, 2.3799639493741505
95.14934371052772, 1.7006598449957737
96.38169622954058, 0.5437277695501509
91.54602523452068, 0.49113065161627484
93.93274825733268, 7.105942066210877
102.25931955379026, 0.9179759632672243
106.01112645661847, 3.101490757510371
